spec	Fold_0
nist_1840595	train
nist_1840598	train
nist_1840608	train
nist_1840612	train
nist_1840633	train
nist_1840636	train
nist_1840645	train
nist_1840652	val
nist_1840661	val
nist_1840668	train
nist_1840679	train
nist_1840691	train
nist_1840703	train
nist_1840706	train
nist_1840717	train
nist_1840722	train
nist_1840733	train
nist_1840739	train
nist_1840746	train
nist_1840753	train
nist_1840756	train
nist_1840763	train
nist_1840765	train
nist_1840779	train
nist_1840782	train
nist_1840789	train
nist_1840802	train
nist_1840805	train
nist_1840823	train
nist_1840837	train
nist_1840858	train
nist_1840870	train
nist_1840881	train
nist_1840893	train
nist_1840898	train
nist_1840907	train
nist_1840918	train
nist_1840929	train
nist_1840942	train
nist_1840947	train
nist_1840949	train
nist_1840958	train
nist_1840964	train
nist_1840972	train
nist_1840988	train
nist_1840996	train
nist_1840998	train
nist_1841006	train
nist_1841010	train
nist_1841017	train
nist_1841028	train
nist_1841040	train
nist_1841044	train
nist_1841053	train
nist_1841065	test
nist_1841077	test
nist_1841079	test
nist_1841084	test
nist_1841089	test
nist_1841091	train
nist_1841106	train
nist_1841113	train
nist_1841127	train
nist_1841134	train
nist_1841136	train
nist_1841156	train
nist_1841173	train
nist_1841231	train
nist_1841244	train
nist_1841248	train
nist_1841258	train
nist_1841263	train
nist_1841277	train
nist_1841280	train
nist_1841290	train
nist_1841292	train
nist_1841296	train
nist_1841300	train
nist_1841301	train
nist_1841303	train
nist_1841315	train
nist_1841337	train
nist_1841348	train
nist_1841359	train
nist_1841370	train
nist_1841395	train
nist_1841404	train
nist_1841417	train
nist_1841425	train
nist_1841428	train
nist_1841436	train
nist_1841446	train
nist_1841453	train
nist_1841457	train
nist_1841468	train
nist_1841484	train
nist_1841497	train
nist_1841503	train
nist_1841517	train
nist_1841524	train
nist_1841534	train
nist_1841559	train
nist_1841566	train
nist_1841588	train
nist_1841601	train
nist_1841605	train
nist_1841617	train
nist_1841630	test
nist_1841636	test
nist_1841642	test
nist_1841648	test
nist_1841667	test
nist_1841676	test
nist_1841680	train
nist_1841692	train
nist_1841713	train
nist_1841722	train
nist_1841726	train
nist_1841739	train
nist_1841745	train
nist_1841755	train
nist_1841789	train
nist_1841794	train
nist_1841796	train
nist_1841809	train
nist_1841830	train
nist_1841843	train
nist_1841858	test
nist_1841873	test
nist_1841879	test
nist_1841894	test
nist_1841899	test
nist_1841909	test
nist_1841925	test
nist_1841927	test
nist_1841929	test
nist_1841940	test
nist_1841946	test
nist_1841953	test
nist_1841966	train
nist_1841978	train
nist_1841997	train
nist_1842006	train
nist_1842028	train
nist_1842031	val
nist_1842045	val
nist_1842052	val
nist_1842063	val
nist_1842070	val
nist_1842085	val
nist_1842088	train
nist_1842105	train
nist_1842112	train
nist_1842127	train
nist_1842134	train
nist_1842146	train
nist_1842152	train
nist_1842155	train
nist_1842157	train
nist_1842172	train
nist_1842180	train
nist_1842196	train
nist_1842237	train
nist_1842254	train
nist_1842300	train
nist_1842304	train
nist_1842306	train
nist_1842316	train
nist_1842330	train
nist_1842345	train
nist_1842377	train
nist_1842384	train
nist_1842386	train
nist_1842401	train
nist_1842419	train
nist_1842429	train
nist_1842431	train
nist_1842446	train
nist_1842463	train
nist_1842474	train
nist_1842480	test
nist_1842484	test
nist_1842492	test
nist_1842507	test
nist_1842515	test
nist_1842527	test
nist_1842539	test
nist_1842540	test
nist_1842554	test
nist_1842569	train
nist_1842582	train
nist_1842589	train
nist_1842595	train
nist_1842604	train
nist_1842610	train
nist_1842618	train
nist_1842630	train
nist_1842640	train
nist_1842647	train
nist_1842649	train
nist_1842658	train
nist_1842671	train
nist_1842681	train
nist_1842694	train
nist_1842701	train
nist_1842715	train
nist_1842722	train
nist_1842732	train
nist_1842736	train
nist_1842751	train
nist_1842763	train
nist_1842767	train
nist_1842769	train
nist_1842784	train
nist_1842814	train
nist_1842827	train
nist_1842837	train
nist_1842849	train
nist_1842876	train
nist_1842878	train
nist_1842892	train
nist_1842900	train
nist_1842912	train
nist_1842921	train
nist_1842928	train
nist_1842932	train
nist_1842938	train
nist_1842942	test
nist_1842957	test
nist_1842965	test
nist_1842979	test
nist_1842987	test
nist_1843000	test
nist_1843009	test
nist_1843026	test
nist_1843033	test
nist_1843046	test
nist_1843065	test
nist_1843080	test
nist_1843089	test
nist_1843101	test
nist_1843110	test
nist_1843121	test
nist_1843129	train
nist_1843145	train
nist_1843152	train
nist_1843164	train
nist_1843172	train
nist_1843186	train
nist_1843193	train
nist_1843205	train
nist_1843210	train
nist_1843222	train
nist_1843235	train
nist_1843246	train
nist_1843251	train
nist_1843266	train
nist_1843274	train
nist_1843286	train
nist_1843313	train
nist_1843315	train
nist_1843317	train
nist_1843320	train
nist_1843333	train
nist_1843344	train
nist_1843355	train
nist_1843377	train
nist_1843379	train
nist_1843389	train
nist_1843396	train
nist_1843406	train
nist_1843426	train
nist_1843440	train
nist_1843446	train
nist_1843455	train
nist_1843480	train
nist_1843492	train
nist_1843499	train
nist_1843509	train
nist_1843545	test
nist_1843551	test
nist_1843553	test
nist_1843561	test
nist_1843563	train
nist_1843580	train
nist_1843604	train
nist_1843621	train
nist_1843628	train
nist_1843642	train
nist_1843664	train
nist_1843670	train
nist_1843683	train
nist_1843686	train
nist_1843689	train
nist_1843702	train
nist_1843717	train
nist_1843725	train
nist_1843740	train
nist_1843749	train
nist_1843763	train
nist_1843772	train
nist_1843778	train
nist_1843780	train
nist_1843797	train
nist_1843805	train
nist_1843816	train
nist_1843831	train
nist_1843847	train
nist_1843855	train
nist_1843869	train
nist_1843878	train
nist_1843890	train
nist_1843914	train
nist_1843924	train
nist_1843926	test
nist_1843941	test
nist_1843949	test
nist_1843962	test
nist_1843970	test
nist_1843983	test
nist_1843992	test
nist_1844007	test
nist_1844012	test
nist_1844025	test
nist_1844061	train
nist_1844077	train
nist_1844089	train
nist_1844103	train
nist_1844111	train
nist_1844123	train
nist_1844131	train
nist_1844145	train
nist_1844151	train
nist_1844164	train
nist_1844181	train
nist_1844195	train
nist_1844223	train
nist_1844236	train
nist_1844244	train
nist_1844254	train
nist_1844327	val
nist_1844341	val
nist_1844348	train
nist_1844360	train
nist_1844383	train
nist_1844398	train
nist_1844403	train
nist_1844405	train
nist_1844422	train
nist_1844478	train
nist_1844490	train
nist_1844506	train
nist_1844520	train
nist_1844524	train
nist_1844536	train
nist_1844539	val
nist_1844552	val
nist_1844561	val
nist_1844572	val
nist_1844582	val
nist_1844594	val
nist_1844641	train
nist_1844653	train
nist_1844660	train
nist_1844666	train
nist_1844670	train
nist_1844681	train
nist_1844700	train
nist_1844711	train
nist_1844717	train
nist_1844726	train
nist_1844735	test
nist_1844747	test
nist_1844778	train
nist_1844791	train
nist_1844793	train
nist_1844803	train
nist_1844824	train
nist_1844838	train
nist_1844842	train
nist_1844852	train
nist_1844855	train
nist_1844867	train
nist_1844883	train
nist_1844895	train
nist_1844902	train
nist_1844916	train
nist_1844945	train
nist_1844947	train
nist_1844960	train
nist_1844973	train
nist_1844990	train
nist_1845029	train
nist_1845044	train
nist_1845049	train
nist_1845072	train
nist_1845077	train
nist_1845090	train
nist_1845099	val
nist_1845111	val
nist_1845128	train
nist_1845137	train
nist_1845153	train
nist_1845164	train
nist_1845168	train
nist_1845177	train
nist_1845191	train
nist_1845202	train
nist_1845215	train
nist_1845224	train
nist_1845247	train
nist_1845254	train
nist_1845268	train
nist_1845277	train
nist_1845282	train
nist_1845291	train
nist_1845294	train
nist_1845307	train
nist_1845344	train
nist_1845359	train
nist_1845407	train
nist_1845420	train
nist_1845449	train
nist_1845460	train
nist_1845466	train
nist_1845473	train
nist_1845477	train
nist_1845493	train
nist_1845557	train
nist_1845568	train
nist_1845591	train
nist_1845602	train
nist_1845611	train
nist_1845619	train
nist_1845646	test
nist_1845660	test
nist_1845683	train
nist_1845705	train
nist_1845721	train
nist_1845728	train
nist_1845732	train
nist_1845740	train
nist_1845756	train
nist_1845764	train
nist_1845779	train
nist_1845793	train
nist_1845797	train
nist_1845806	train
nist_1845810	train
nist_1845823	train
nist_1845825	train
nist_1845831	train
nist_1845839	train
nist_1845844	train
nist_1845848	train
nist_1845861	train
nist_1845872	train
nist_1845884	train
nist_1845886	train
nist_1845898	train
nist_1845903	train
nist_1845914	train
nist_1845917	train
nist_1845920	train
nist_1845937	train
nist_1845954	train
nist_1845957	train
nist_1845967	train
nist_1845978	train
nist_1845991	train
nist_1845995	train
nist_1846010	train
nist_1846013	train
nist_1846022	train
nist_1846023	train
nist_1846033	train
nist_1846044	train
nist_1846048	train
nist_1846064	train
nist_1846088	train
nist_1846102	train
nist_1846105	train
nist_1846112	train
nist_1846119	train
nist_1846129	train
nist_1846138	test
nist_1846151	test
nist_1846161	test
nist_1846166	test
nist_1846186	train
nist_1846204	train
nist_1846215	train
nist_1846228	train
nist_1846233	test
nist_1846248	test
nist_1846273	train
nist_1846286	train
nist_1846304	train
nist_1846318	train
nist_1846324	train
nist_1846331	train
nist_1846332	train
nist_1846338	train
nist_1846347	train
nist_1846357	train
nist_1846360	train
nist_1846365	train
nist_1846367	train
nist_1846394	train
nist_1846402	train
nist_1846417	train
nist_1846425	train
nist_1846439	train
nist_1846444	train
nist_1846454	train
nist_1846458	train
nist_1846466	train
nist_1846482	train
nist_1846495	train
nist_1846502	train
nist_1846515	train
nist_1846519	train
nist_1846527	train
nist_1846531	train
nist_1846542	train
nist_1846548	train
nist_1846556	train
nist_1846574	train
nist_1846590	train
nist_1846627	train
nist_1846639	train
nist_1846674	train
nist_1846683	train
nist_1846688	train
nist_1846694	train
nist_1846697	train
nist_1846708	train
nist_1846744	train
nist_1846760	train
nist_1846790	train
nist_1846799	train
nist_1846807	train
nist_1846819	train
nist_1846837	train
nist_1846851	train
nist_1846877	train
nist_1846889	train
nist_1846915	train
nist_1846927	train
nist_1846949	train
nist_1846963	train
nist_1846983	train
nist_1846990	train
nist_1846992	train
nist_1847009	train
nist_1847017	val
nist_1847025	val
nist_1847030	train
nist_1847043	train
nist_1847069	train
nist_1847081	train
nist_1847096	test
nist_1847113	test
nist_1847150	test
nist_1847152	test
nist_1847153	train
nist_1847160	train
nist_1847181	train
nist_1847192	train
nist_1847208	train
nist_1847216	train
nist_1847220	train
nist_1847233	train
nist_1847237	train
nist_1847247	train
nist_1847252	train
nist_1847266	train
nist_1847270	train
nist_1847281	train
nist_1847283	train
nist_1847295	train
nist_1847311	test
nist_1847323	test
nist_1847329	test
nist_1847338	test
nist_1847351	test
nist_1847364	test
nist_1847371	test
nist_1847382	test
nist_1847402	train
nist_1847416	train
nist_1847421	train
nist_1847436	train
nist_1847440	train
nist_1847451	train
nist_1847454	train
nist_1847466	train
nist_1847471	train
nist_1847480	train
nist_1847501	val
nist_1847513	val
nist_1847527	val
nist_1847530	val
nist_1847532	val
nist_1847544	val
nist_1847559	test
nist_1847572	test
nist_1847579	test
nist_1847591	test
nist_1847611	test
nist_1847626	test
nist_1847648	train
nist_1847660	train
nist_1847664	train
nist_1847672	train
nist_1847675	train
nist_1847686	train
nist_1847692	train
nist_1847705	train
nist_1847720	train
nist_1847725	train
nist_1847729	train
nist_1847744	train
nist_1847752	train
nist_1847761	train
nist_1847780	train
nist_1847789	train
nist_1847790	train
nist_1847798	train
nist_1847814	train
nist_1847824	train
nist_1847831	train
nist_1847834	train
nist_1847848	train
nist_1847870	train
nist_1847879	train
nist_1847889	val
nist_1847902	val
nist_1847921	val
nist_1847934	val
nist_1847967	val
nist_1847983	train
nist_1847997	train
nist_1848030	train
nist_1848048	train
nist_1848063	train
nist_1848067	train
nist_1848080	train
nist_1848083	train
nist_1848089	train
nist_1848092	train
nist_1848099	train
nist_1848102	train
nist_1848110	train
nist_1848121	train
nist_1848126	train
nist_1848136	train
nist_1848150	test
nist_1848160	test
nist_1848164	train
nist_1848178	train
nist_1848183	train
nist_1848192	train
nist_1848324	train
nist_1848333	train
nist_1848335	test
nist_1848349	test
nist_1848377	test
nist_1848380	test
nist_1848382	val
nist_1848397	val
nist_1848415	train
nist_1848431	train
nist_1848446	val
nist_1848460	val
nist_1848488	test
nist_1848504	test
nist_1848506	test
nist_1848523	test
nist_1848526	train
nist_1848535	train
nist_1848556	train
nist_1848569	train
nist_1848589	val
nist_1848599	val
nist_1848604	train
nist_1848613	train
nist_1848617	train
nist_1848632	val
nist_1848642	val
nist_1848657	test
nist_1848665	test
nist_1848672	train
nist_1848689	train
nist_1848717	train
nist_1848729	train
nist_1848747	test
nist_1848762	test
nist_1848799	train
nist_1848835	test
nist_1848848	test
nist_1848864	test
nist_1848877	test
nist_1848880	test
nist_1848887	test
nist_1848894	train
nist_1848899	train
nist_1848913	train
nist_1848931	train
nist_1848943	train
nist_1848962	train
nist_1848965	train
nist_1848977	train
nist_1848983	train
nist_1848994	train
nist_1848999	train
nist_1849011	test
nist_1849016	test
nist_1849018	test
nist_1849030	test
nist_1849070	train
nist_1849078	train
nist_1849085	train
nist_1849099	train
nist_1849106	train
nist_1849113	train
nist_1849117	train
nist_1849126	train
nist_1849136	train
nist_1849148	train
nist_1849175	train
nist_1849188	train
nist_1849195	train
nist_1849208	train
nist_1849223	train
nist_1849237	train
nist_1849259	val
nist_1849273	val
nist_1849297	val
nist_1849313	val
nist_1849353	val
nist_1849368	val
nist_1849376	val
nist_1849389	val
nist_1849398	val
nist_1849411	val
nist_1849417	val
nist_1849433	val
nist_1849439	val
nist_1849451	val
nist_1849468	train
nist_1849481	train
nist_1849489	train
nist_1849500	train
nist_1849513	train
nist_1849527	train
nist_1849533	train
nist_1849544	train
nist_1849573	train
nist_1849587	train
nist_1849612	train
nist_1849625	train
nist_1849653	train
nist_1849667	train
nist_1849704	train
nist_1849712	train
nist_1849740	train
nist_1849824	train
nist_1849867	train
nist_1849884	train
nist_1849887	train
nist_1849898	train
nist_1850063	train
nist_1850154	train
nist_1850249	train
nist_1850363	train
nist_1850373	train
nist_1850377	train
nist_1850389	train
nist_1850408	train
nist_1850421	train
nist_1850428	train
nist_1850440	train
nist_1850444	train
nist_1850460	train
nist_1850464	train
nist_1850473	train
nist_1850495	train
nist_1850512	train
nist_1850515	train
nist_1850522	train
nist_1850524	train
nist_1850537	train
nist_1850541	train
nist_1850544	train
nist_1850558	train
nist_1850560	train
nist_1850577	train
nist_1850580	train
nist_1850591	train
nist_1850593	train
nist_1850618	train
nist_1850625	train
nist_1850637	train
nist_1850643	train
nist_1850671	train
nist_1850675	train
nist_1850684	train
nist_1850686	train
nist_1850700	train
nist_1850709	train
nist_1850721	train
nist_1850725	train
nist_1850734	train
nist_1850736	val
nist_1850751	val
nist_1850757	val
nist_1850774	val
nist_1850781	val
nist_1850791	val
nist_1850797	val
nist_1850812	val
nist_1850817	val
nist_1850827	val
nist_1850864	train
nist_1850872	train
nist_1850875	train
nist_1850881	train
nist_1850893	test
nist_1850906	test
nist_1850910	test
nist_1850922	test
nist_1850925	test
nist_1850942	test
nist_1850945	test
nist_1850956	test
nist_1850958	train
nist_1850967	train
nist_1850970	train
nist_1850982	train
nist_1850986	train
nist_1851000	train
nist_1851004	train
nist_1851015	train
nist_1851017	train
nist_1851031	train
nist_1851034	train
nist_1851042	train
nist_1851048	train
